;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 19/09/2020 05:10:25 p. m.
;----------------------------------------------

;Address Opcode 	ASM
0x0BB2	0x2BD6      	GOTO       L_main69
0x0BB3	0x0861      	MOVF       _banderaUp, 0
0x0BB4	0x3A00      	XORLW      0
0x0BB5	0x1D03      	BTFSS      STATUS, 2
0x0BB6	0x2BD6      	GOTO       L_main69
L__main105:
;PI.c,329 :: 		banderaUp = 1;
0x0BB7	0x3001      	MOVLW      1
0x0BB8	0x00E1      	MOVWF      _banderaUp
;PI.c,330 :: 		opcion = 1;
0x0BB9	0x3001      	MOVLW      1
0x0BBA	0x00AB      	MOVWF      _opcion
0x0BBB	0x3000      	MOVLW      0
0x0BBC	0x00AC      	MOVWF      _opcion+1
;PI.c,332 :: 		Lcd_Out(2,1,"Sample by time");
0x0BBD	0x3002      	MOVLW      2
0x0BBE	0x1683      	BSF        STATUS, 5
0x0BBF	0x1703      	BSF        STATUS, 6
0x0BC0	0x00DA      	MOVWF      FARG_Lcd_Out_row
0x0BC1	0x3001      	MOVLW      1
0x0BC2	0x00DB      	MOVWF      FARG_Lcd_Out_column
0x0BC3	0x3035      	MOVLW      ?lstr11_PI
0x0BC4	0x00DC      	MOVWF      FARG_Lcd_Out_text
0x0BC5	0x118A      	BCF        PCLATH, 3
0x0BC6	0x238D      	CALL       _Lcd_Out
0x0BC7	0x158A      	BSF        PCLATH, 3
;PI.c,333 :: 		Delay_ms(500);
0x0BC8	0x3006      	MOVLW      6
0x0BC9	0x00FB      	MOVWF      R11
0x0BCA	0x3013      	MOVLW      19
0x0BCB	0x00FC      	MOVWF      R12
0x0BCC	0x30AD      	MOVLW      173
0x0BCD	0x00FD      	MOVWF      R13
L_main70:
0x0BCE	0x0BFD      	DECFSZ     R13, 1
0x0BCF	0x2BCE      	GOTO       L_main70
0x0BD0	0x0BFC      	DECFSZ     R12, 1
0x0BD1	0x2BCE      	GOTO       L_main70
0x0BD2	0x0BFB      	DECFSZ     R11, 1
0x0BD3	0x2BCE      	GOTO       L_main70
0x0BD4	0x0000      	NOP
0x0BD5	0x0000      	NOP
;PI.c,334 :: 		}
L_main69:
;PI.c,335 :: 		if(!UPBtn && banderaUp==1){
0x0BD6	0x1283      	BCF        STATUS, 5
0x0BD7	0x1303      	BCF        STATUS, 6
0x0BD8	0x1807      	BTFSC      RC0_bit, BitPos(RC0_bit+0)
0x0BD9	0x2BDF      	GOTO       L_main73
0x0BDA	0x0861      	MOVF       _banderaUp, 0
0x0BDB	0x3A01      	XORLW      1
0x0BDC	0x1D03      	BTFSS      STATUS, 2
0x0BDD	0x2BDF      	GOTO       L_main73
L__main104:
;PI.c,336 :: 		banderaUp=0;
0x0BDE	0x01E1      	CLRF       _banderaUp
;PI.c,337 :: 		}
L_main73:
;PI.c,338 :: 		if(OKBtn && banderaOk==0){
0x0BDF	0x1C87      	BTFSS      RC1_bit, BitPos(RC1_bit+0)
0x0BE0	0x2BE7      	GOTO       L_main76
0x0BE1	0x085F      	MOVF       _banderaOk, 0
0x0BE2	0x3A00      	XORLW      0
0x0BE3	0x1D03      	BTFSS      STATUS, 2
0x0BE4	0x2BE7      	GOTO       L_main76
L__main103:
;PI.c,339 :: 		banderaOk = 1;
0x0BE5	0x3001      	MOVLW      1
0x0BE6	0x00DF      	MOVWF      _banderaOk
;PI.c,340 :: 		}
L_main76:
;PI.c,341 :: 		if(DOWNBtn && banderaDown==0){
0x0BE7	0x1D07      	BTFSS      RC2_bit, BitPos(RC2_bit+0)
0x0BE8	0x2C0C      	GOTO       L_main79
0x0BE9	0x0864      	MOVF       _banderaDown, 0
0x0BEA	0x3A00      	XORLW      0
0x0BEB	0x1D03      	BTFSS      STATUS, 2
0x0BEC	0x2C0C      	GOTO       L_main79
L__main102:
;PI.c,342 :: 		banderaDown = 1;
0x0BED	0x3001      	MOVLW      1
0x0BEE	0x00E4      	MOVWF      _banderaDown
;PI.c,343 :: 		opcion = 2;
0x0BEF	0x3002      	MOVLW      2
0x0BF0	0x00AB      	MOVWF      _opcion
0x0BF1	0x3000      	MOVLW      0
0x0BF2	0x00AC      	MOVWF      _opcion+1
;PI.c,345 :: 		Lcd_Out(2,1,"View samples  ");
0x0BF3	0x3002      	MOVLW      2
0x0BF4	0x1683      	BSF        STATUS, 5
0x0BF5	0x1703      	BSF        STATUS, 6
0x0BF6	0x00DA      	MOVWF      FARG_Lcd_Out_row
0x0BF7	0x3001      	MOVLW      1
0x0BF8	0x00DB      	MOVWF      FARG_Lcd_Out_column
0x0BF9	0x3044      	MOVLW      ?lstr12_PI
0x0BFA	0x00DC      	MOVWF      FARG_Lcd_Out_text
0x0BFB	0x118A      	BCF        PCLATH, 3
0x0BFC	0x238D      	CALL       _Lcd_Out
0x0BFD	0x158A      	BSF        PCLATH, 3
;PI.c,346 :: 		Delay_ms(500);
0x0BFE	0x3006      	MOVLW      6
0x0BFF	0x00FB      	MOVWF      R11
0x0C00	0x3013      	MOVLW      19
0x0C01	0x00FC      	MOVWF      R12
0x0C02	0x30AD      	MOVLW      173
0x0C03	0x00FD      	MOVWF      R13
L_main80:
0x0C04	0x0BFD      	DECFSZ     R13, 1
0x0C05	0x2C04      	GOTO       L_main80
0x0C06	0x0BFC      	DECFSZ     R12, 1
0x0C07	0x2C04      	GOTO       L_main80
0x0C08	0x0BFB      	DECFSZ     R11, 1
0x0C09	0x2C04      	GOTO       L_main80
0x0C0A	0x0000      	NOP
0x0C0B	0x0000      	NOP
;PI.c,347 :: 		}
L_main79:
;PI.c,348 :: 		if(!DOWNBtn && banderaDown==1){
0x0C0C	0x1283      	BCF        STATUS, 5
0x0C0D	0x1303      	BCF        STATUS, 6
0x0C0E	0x1907      	BTFSC      RC2_bit, BitPos(RC2_bit+0)
0x0C0F	0x2C15      	GOTO       L_main83
0x0C10	0x0864      	MOVF       _banderaDown, 0
0x0C11	0x3A01      	XORLW      1
0x0C12	0x1D03      	BTFSS      STATUS, 2
0x0C13	0x2C15      	GOTO       L_main83
L__main101:
;PI.c,349 :: 		banderaDown=0;
0x0C14	0x01E4      	CLRF       _banderaDown
;PI.c,350 :: 		}
L_main83:
;PI.c,351 :: 		if(banderaOk == 1){
0x0C15	0x085F      	MOVF       _banderaOk, 0
0x0C16	0x3A01      	XORLW      1
0x0C17	0x1D03      	BTFSS      STATUS, 2
0x0C18	0x2D81      	GOTO       L_main84
;PI.c,352 :: 		if(opcion == 1){
0x0C19	0x3000      	MOVLW      0
0x0C1A	0x062C      	XORWF      _opcion+1, 0
0x0C1B	0x1D03      	BTFSS      STATUS, 2
0x0C1C	0x2C1F      	GOTO       L__main130
0x0C1D	0x3001      	MOVLW      1
0x0C1E	0x062B      	XORWF      _opcion, 0
L__main130:
0x0C1F	0x1D03      	BTFSS      STATUS, 2
0x0C20	0x2D2D      	GOTO       L_main85
;PI.c,353 :: 		cnfTiempoLcd();//Captura tiempo ajustado por el usuario, pasa ese valor a términos de tope
0x0C21	0x2000      	CALL       _cnfTiempoLcd
;PI.c,354 :: 		initTMR0();//Arranca timer, va implícito dentro de la interrupción Muestrear();
0x0C22	0x118A      	BCF        PCLATH, 3
0x0C23	0x2654      	CALL       _initTMR0
0x0C24	0x158A      	BSF        PCLATH, 3
;PI.c,355 :: 		Lcd_Cmd(_LCD_CLEAR);
0x0C25	0x3001      	MOVLW      1
0x0C26	0x1683      	BSF        STATUS, 5
0x0C27	0x1703      	BSF        STATUS, 6
0x0C28	0x00EF      	MOVWF      FARG_Lcd_Cmd_out_char
0x0C29	0x118A      	BCF        PCLATH, 3
0x0C2A	0x209D      	CALL       _Lcd_Cmd
0x0C2B	0x158A      	BSF        PCLATH, 3
;PI.c,356 :: 		Lcd_Out(1,3,"Muestreando");
0x0C2C	0x3001      	MOVLW      1
0x0C2D	0x1683      	BSF        STATUS, 5
0x0C2E	0x1703      	BSF        STATUS, 6
0x0C2F	0x00DA      	MOVWF      FARG_Lcd_Out_row
0x0C30	0x3003      	MOVLW      3
0x0C31	0x00DB      	MOVWF      FARG_Lcd_Out_column
0x0C32	0x3028      	MOVLW      ?lstr13_PI
0x0C33	0x00DC      	MOVWF      FARG_Lcd_Out_text
0x0C34	0x118A      	BCF        PCLATH, 3
0x0C35	0x238D      	CALL       _Lcd_Out
0x0C36	0x158A      	BSF        PCLATH, 3
;PI.c,357 :: 		Lcd_Out(2,7,"...");
0x0C37	0x3002      	MOVLW      2
0x0C38	0x00DA      	MOVWF      FARG_Lcd_Out_row
0x0C39	0x3007      	MOVLW      7
0x0C3A	0x00DB      	MOVWF      FARG_Lcd_Out_column
0x0C3B	0x3034      	MOVLW      ?lstr14_PI
0x0C3C	0x00DC      	MOVWF      FARG_Lcd_Out_text
0x0C3D	0x118A      	BCF        PCLATH, 3
0x0C3E	0x238D      	CALL       _Lcd_Out
0x0C3F	0x158A      	BSF        PCLATH, 3
;PI.c,358 :: 		while(cntUser<tope){
L_main86:
0x0C40	0x1283      	BCF        STATUS, 5
0x0C41	0x1303      	BCF        STATUS, 6
0x0C42	0x0868      	MOVF       _tope+3, 0
0x0C43	0x025C      	SUBWF      _cntUser+3, 0
0x0C44	0x1D03      	BTFSS      STATUS, 2
0x0C45	0x2C50      	GOTO       L__main131
0x0C46	0x0867      	MOVF       _tope+2, 0
0x0C47	0x025B      	SUBWF      _cntUser+2, 0
0x0C48	0x1D03      	BTFSS      STATUS, 2
0x0C49	0x2C50      	GOTO       L__main131
0x0C4A	0x0866      	MOVF       _tope+1, 0
0x0C4B	0x025A      	SUBWF      _cntUser+1, 0
0x0C4C	0x1D03      	BTFSS      STATUS, 2
0x0C4D	0x2C50      	GOTO       L__main131
0x0C4E	0x0865      	MOVF       _tope, 0
0x0C4F	0x0259      	SUBWF      _cntUser, 0
L__main131:
0x0C50	0x1803      	BTFSC      STATUS, 0
0x0C51	0x2C67      	GOTO       L_main87
;PI.c,359 :: 		if(cnt==999){
0x0C52	0x3000      	MOVLW      0
0x0C53	0x00F0      	MOVWF      R0
0x0C54	0x062A      	XORWF      _cnt+3, 0
0x0C55	0x1D03      	BTFSS      STATUS, 2
0x0C56	0x2C61      	GOTO       L__main132
0x0C57	0x0870      	MOVF       R0, 0
0x0C58	0x0629      	XORWF      _cnt+2, 0
0x0C59	0x1D03      	BTFSS      STATUS, 2
0x0C5A	0x2C61      	GOTO       L__main132
0x0C5B	0x3003      	MOVLW      3
0x0C5C	0x0628      	XORWF      _cnt+1, 0
0x0C5D	0x1D03      	BTFSS      STATUS, 2
0x0C5E	0x2C61      	GOTO       L__main132
0x0C5F	0x0827      	MOVF       _cnt, 0
0x0C60	0x3AE7      	XORLW      231
L__main132:
0x0C61	0x1D03      	BTFSS      STATUS, 2
0x0C62	0x2C66      	GOTO       L_main88
;PI.c,360 :: 		muestrear();
0x0C63	0x118A      	BCF        PCLATH, 3
0x0C64	0x2619      	CALL       _Muestrear
0x0C65	0x158A      	BSF        PCLATH, 3
;PI.c,361 :: 		}
L_main88:
;PI.c,362 :: 		}
0x0C66	0x2C40      	GOTO       L_main86
L_main87:
0x0C67	0x1703      	BSF        STATUS, 6
;PI.c,363 :: 		UART1_Write_Text("\r\n");
0x0C68	0x3025      	MOVLW      ?lstr15_PI
0x0C69	0x1683      	BSF        STATUS, 5
0x0C6A	0x00DA      	MOVWF      FARG_UART1_Write_Text_uart_text
0x0C6B	0x118A      	BCF        PCLATH, 3
0x0C6C	0x24F9      	CALL       _UART1_Write_Text
0x0C6D	0x158A      	BSF        PCLATH, 3
;PI.c,364 :: 		UART1_Write_Text("Voltaje sin dividir:");
0x0C6E	0x3010      	MOVLW      ?lstr16_PI
0x0C6F	0x00DA      	MOVWF      FARG_UART1_Write_Text_uart_text
0x0C70	0x118A      	BCF        PCLATH, 3
0x0C71	0x24F9      	CALL       _UART1_Write_Text
0x0C72	0x158A      	BSF        PCLATH, 3
;PI.c,365 :: 		LongToStr(Voltaje,txtLong);
0x0C73	0x1283      	BCF        STATUS, 5
0x0C74	0x0868      	MOVF       _Voltaje, 0
0x0C75	0x1683      	BSF        STATUS, 5
0x0C76	0x00DA      	MOVWF      FARG_LongToStr_input
0x0C77	0x1283      	BCF        STATUS, 5
0x0C78	0x0869      	MOVF       _Voltaje+1, 0
0x0C79	0x1683      	BSF        STATUS, 5
0x0C7A	0x00DB      	MOVWF      FARG_LongToStr_input+1
0x0C7B	0x1283      	BCF        STATUS, 5
0x0C7C	0x086A      	MOVF       _Voltaje+2, 0
0x0C7D	0x1683      	BSF        STATUS, 5
0x0C7E	0x00DC      	MOVWF      FARG_LongToStr_input+2
0x0C7F	0x1283      	BCF        STATUS, 5
0x0C80	0x086B      	MOVF       _Voltaje+3, 0
0x0C81	0x1683      	BSF        STATUS, 5
0x0C82	0x00DD      	MOVWF      FARG_LongToStr_input+3
0x0C83	0x30C9      	MOVLW      _txtLong
0x0C84	0x00DE      	MOVWF      FARG_LongToStr_output
0x0C85	0x118A      	BCF        PCLATH, 3
0x0C86	0x2585      	CALL       _LongToStr
0x0C87	0x158A      	BSF        PCLATH, 3
;PI.c,366 :: 		UART1_Write_Text(txtLong);
0x0C88	0x30C9      	MOVLW      _txtLong
0x0C89	0x00DA      	MOVWF      FARG_UART1_Write_Text_uart_text
0x0C8A	0x118A      	BCF        PCLATH, 3
0x0C8B	0x24F9      	CALL       _UART1_Write_Text
0x0C8C	0x158A      	BSF        PCLATH, 3
;PI.c,367 :: 		UART1_Write_Text("\r\n");
0x0C8D	0x3038      	MOVLW      ?lstr17_PI
0x0C8E	0x00DA      	MOVWF      FARG_UART1_Write_Text_uart_text
0x0C8F	0x118A      	BCF        PCLATH, 3
0x0C90	0x24F9      	CALL       _UART1_Write_Text
0x0C91	0x158A      	BSF        PCLATH, 3
;PI.c,368 :: 		Voltaje=Voltaje/tope;
0x0C92	0x1283      	BCF        STATUS, 5
0x0C93	0x1303      	BCF        STATUS, 6
0x0C94	0x0865      	MOVF       _tope, 0
0x0C95	0x00F4      	MOVWF      R4
0x0C96	0x0866      	MOVF       _tope+1, 0
0x0C97	0x00F5      	MOVWF      R4+1
0x0C98	0x0867      	MOVF       _tope+2, 0
0x0C99	0x00F6      	MOVWF      R4+2
0x0C9A	0x0868      	MOVF       _tope+3, 0
0x0C9B	0x00F7      	MOVWF      R4+3
0x0C9C	0x1703      	BSF        STATUS, 6
0x0C9D	0x0868      	MOVF       _Voltaje, 0
0x0C9E	0x00F0      	MOVWF      R0
0x0C9F	0x0869      	MOVF       _Voltaje+1, 0
0x0CA0	0x00F1      	MOVWF      R0+1
0x0CA1	0x086A      	MOVF       _Voltaje+2, 0
0x0CA2	0x00F2      	MOVWF      R0+2
0x0CA3	0x086B      	MOVF       _Voltaje+3, 0
0x0CA4	0x00F3      	MOVWF      R0+3
0x0CA5	0x118A      	BCF        PCLATH, 3
0x0CA6	0x2119      	CALL       _Div_32x32_U
0x0CA7	0x158A      	BSF        PCLATH, 3
0x0CA8	0x0870      	MOVF       R0, 0
0x0CA9	0x1703      	BSF        STATUS, 6
0x0CAA	0x00E8      	MOVWF      _Voltaje
0x0CAB	0x0871      	MOVF       R0+1, 0
0x0CAC	0x00E9      	MOVWF      _Voltaje+1
0x0CAD	0x0872      	MOVF       R0+2, 0
0x0CAE	0x00EA      	MOVWF      _Voltaje+2
0x0CAF	0x0873      	MOVF       R0+3, 0
0x0CB0	0x00EB      	MOVWF      _Voltaje+3
;PI.c,369 :: 		UART1_Write_Text("Voltaje dividido:");
0x0CB1	0x304D      	MOVLW      ?lstr18_PI
0x0CB2	0x1683      	BSF        STATUS, 5
0x0CB3	0x00DA      	MOVWF      FARG_UART1_Write_Text_uart_text
0x0CB4	0x118A      	BCF        PCLATH, 3
0x0CB5	0x24F9      	CALL       _UART1_Write_Text
0x0CB6	0x158A      	BSF        PCLATH, 3
;PI.c,370 :: 		LongToStr(Voltaje,txtLong);
0x0CB7	0x1283      	BCF        STATUS, 5
0x0CB8	0x0868      	MOVF       _Voltaje, 0
0x0CB9	0x1683      	BSF        STATUS, 5
0x0CBA	0x00DA      	MOVWF      FARG_LongToStr_input
0x0CBB	0x1283      	BCF        STATUS, 5
0x0CBC	0x0869      	MOVF       _Voltaje+1, 0
0x0CBD	0x1683      	BSF        STATUS, 5
0x0CBE	0x00DB      	MOVWF      FARG_LongToStr_input+1
0x0CBF	0x1283      	BCF        STATUS, 5
0x0CC0	0x086A      	MOVF       _Voltaje+2, 0
0x0CC1	0x1683      	BSF        STATUS, 5
0x0CC2	0x00DC      	MOVWF      FARG_LongToStr_input+2
0x0CC3	0x1283      	BCF        STATUS, 5
0x0CC4	0x086B      	MOVF       _Voltaje+3, 0
0x0CC5	0x1683      	BSF        STATUS, 5
0x0CC6	0x00DD      	MOVWF      FARG_LongToStr_input+3
0x0CC7	0x30C9      	MOVLW      _txtLong
0x0CC8	0x00DE      	MOVWF      FARG_LongToStr_output
0x0CC9	0x118A      	BCF        PCLATH, 3
0x0CCA	0x2585      	CALL       _LongToStr
0x0CCB	0x158A      	BSF        PCLATH, 3
;PI.c,371 :: 		UART1_Write_Text(txtLong);
0x0CCC	0x30C9      	MOVLW      _txtLong
0x0CCD	0x00DA      	MOVWF      FARG_UART1_Write_Text_uart_text
0x0CCE	0x118A      	BCF        PCLATH, 3
0x0CCF	0x24F9      	CALL       _UART1_Write_Text
0x0CD0	0x158A      	BSF        PCLATH, 3
;PI.c,372 :: 		UART1_Write_Text("\r\n");
0x0CD1	0x305F      	MOVLW      ?lstr19_PI
0x0CD2	0x00DA      	MOVWF      FARG_UART1_Write_Text_uart_text
0x0CD3	0x118A      	BCF        PCLATH, 3
0x0CD4	0x24F9      	CALL       _UART1_Write_Text
0x0CD5	0x158A      	BSF        PCLATH, 3
;PI.c,373 :: 		UART1_Write_Text("Tope:");
0x0CD6	0x3047      	MOVLW      ?lstr20_PI
0x0CD7	0x00DA      	MOVWF      FARG_UART1_Write_Text_uart_text
0x0CD8	0x118A      	BCF        PCLATH, 3
0x0CD9	0x24F9      	CALL       _UART1_Write_Text
0x0CDA	0x158A      	BSF        PCLATH, 3
;PI.c,374 :: 		LongToStr(tope,txtLong);
0x0CDB	0x1283      	BCF        STATUS, 5
0x0CDC	0x1303      	BCF        STATUS, 6
0x0CDD	0x0865      	MOVF       _tope, 0
0x0CDE	0x1683      	BSF        STATUS, 5
0x0CDF	0x1703      	BSF        STATUS, 6
0x0CE0	0x00DA      	MOVWF      FARG_LongToStr_input
0x0CE1	0x1283      	BCF        STATUS, 5
0x0CE2	0x1303      	BCF        STATUS, 6
0x0CE3	0x0866      	MOVF       _tope+1, 0
0x0CE4	0x1683      	BSF        STATUS, 5
0x0CE5	0x1703      	BSF        STATUS, 6
0x0CE6	0x00DB      	MOVWF      FARG_LongToStr_input+1
0x0CE7	0x1283      	BCF        STATUS, 5
0x0CE8	0x1303      	BCF        STATUS, 6
0x0CE9	0x0867      	MOVF       _tope+2, 0
0x0CEA	0x1683      	BSF        STATUS, 5
0x0CEB	0x1703      	BSF        STATUS, 6
0x0CEC	0x00DC      	MOVWF      FARG_LongToStr_input+2
0x0CED	0x1283      	BCF        STATUS, 5
0x0CEE	0x1303      	BCF        STATUS, 6
0x0CEF	0x0868      	MOVF       _tope+3, 0
0x0CF0	0x1683      	BSF        STATUS, 5
0x0CF1	0x1703      	BSF        STATUS, 6
0x0CF2	0x00DD      	MOVWF      FARG_LongToStr_input+3
0x0CF3	0x30C9      	MOVLW      _txtLong
0x0CF4	0x00DE      	MOVWF      FARG_LongToStr_output
0x0CF5	0x118A      	BCF        PCLATH, 3
0x0CF6	0x2585      	CALL       _LongToStr
0x0CF7	0x158A      	BSF        PCLATH, 3
;PI.c,375 :: 		UART1_Write_Text(txtLong);
0x0CF8	0x30C9      	MOVLW      _txtLong
0x0CF9	0x00DA      	MOVWF      FARG_UART1_Write_Text_uart_text
0x0CFA	0x118A      	BCF        PCLATH, 3
0x0CFB	0x24F9      	CALL       _UART1_Write_Text
0x0CFC	0x158A      	BSF        PCLATH, 3
;PI.c,376 :: 		UART1_Write_Text("\r\n");
0x0CFD	0x303B      	MOVLW      ?lstr21_PI
0x0CFE	0x00DA      	MOVWF      FARG_UART1_Write_Text_uart_text
0x0CFF	0x118A      	BCF        PCLATH, 3
0x0D00	0x24F9      	CALL       _UART1_Write_Text
0x0D01	0x158A      	BSF        PCLATH, 3
;PI.c,377 :: 		GuardarEEPROM();
0x0D02	0x21E7      	CALL       _GuardarEEPROM
;PI.c,378 :: 		Voltaje = 0;
0x0D03	0x1283      	BCF        STATUS, 5
0x0D04	0x01E8      	CLRF       _Voltaje
0x0D05	0x01E9      	CLRF       _Voltaje+1
0x0D06	0x01EA      	CLRF       _Voltaje+2
0x0D07	0x01EB      	CLRF       _Voltaje+3
;PI.c,379 :: 		Lcd_Cmd(_LCD_CLEAR);               // Clear display
0x0D08	0x3001      	MOVLW      1
0x0D09	0x1683      	BSF        STATUS, 5
0x0D0A	0x00EF      	MOVWF      FARG_Lcd_Cmd_out_char
0x0D0B	0x118A      	BCF        PCLATH, 3
0x0D0C	0x209D      	CALL       _Lcd_Cmd
0x0D0D	0x158A      	BSF        PCLATH, 3
;PI.c,380 :: 		Lcd_Out(1,1,"muestreo");
0x0D0E	0x3001      	MOVLW      1
0x0D0F	0x1683      	BSF        STATUS, 5
0x0D10	0x1703      	BSF        STATUS, 6
0x0D11	0x00DA      	MOVWF      FARG_Lcd_Out_row
0x0D12	0x3001      	MOVLW      1
0x0D13	0x00DB      	MOVWF      FARG_Lcd_Out_column
0x0D14	0x303E      	MOVLW      ?lstr22_PI
0x0D15	0x00DC      	MOVWF      FARG_Lcd_Out_text
0x0D16	0x118A      	BCF        PCLATH, 3
0x0D17	0x238D      	CALL       _Lcd_Out
0x0D18	0x158A      	BSF        PCLATH, 3
;PI.c,381 :: 		Delay_ms(50);
0x0D19	0x3082      	MOVLW      130
0x0D1A	0x00FC      	MOVWF      R12
0x0D1B	0x30DD      	MOVLW      221
0x0D1C	0x00FD      	MOVWF      R13
L_main89:
0x0D1D	0x0BFD      	DECFSZ     R13, 1
0x0D1E	0x2D1D      	GOTO       L_main89
0x0D1F	0x0BFC      	DECFSZ     R12, 1
0x0D20	0x2D1D      	GOTO       L_main89
0x0D21	0x0000      	NOP
0x0D22	0x0000      	NOP
;PI.c,382 :: 		Lcd_Out(2,1,"completo");
0x0D23	0x3002      	MOVLW      2
0x0D24	0x00DA      	MOVWF      FARG_Lcd_Out_row
0x0D25	0x3001      	MOVLW      1
0x0D26	0x00DB      	MOVWF      FARG_Lcd_Out_column
0x0D27	0x30E6      	MOVLW      ?lstr23_PI
0x0D28	0x00DC      	MOVWF      FARG_Lcd_Out_text
0x0D29	0x118A      	BCF        PCLATH, 3
0x0D2A	0x238D      	CALL       _Lcd_Out
0x0D2B	0x158A      	BSF        PCLATH, 3
;PI.c,383 :: 		}else if(opcion == 2){
0x0D2C	0x2D5F      	GOTO       L_main90
L_main85:
0x0D2D	0x3000      	MOVLW      0
0x0D2E	0x1283      	BCF        STATUS, 5
0x0D2F	0x1303      	BCF        STATUS, 6
0x0D30	0x062C      	XORWF      _opcion+1, 0
0x0D31	0x1D03      	BTFSS      STATUS, 2
0x0D32	0x2D35      	GOTO       L__main133
0x0D33	0x3002      	MOVLW      2
0x0D34	0x062B      	XORWF      _opcion, 0
L__main133:
0x0D35	0x1D03      	BTFSS      STATUS, 2
0x0D36	0x2D5F      	GOTO       L_main91
;PI.c,384 :: 		Mostrar();
0x0D37	0x118A      	BCF        PCLATH, 3
0x0D38	0x265E      	CALL       _Mostrar
0x0D39	0x158A      	BSF        PCLATH, 3
;PI.c,385 :: 		Lcd_Cmd(_LCD_CLEAR);               // Clear display
0x0D3A	0x3001      	MOVLW      1
0x0D3B	0x1683      	BSF        STATUS, 5
0x0D3C	0x1703      	BSF        STATUS, 6
0x0D3D	0x00EF      	MOVWF      FARG_Lcd_Cmd_out_char
0x0D3E	0x118A      	BCF        PCLATH, 3
0x0D3F	0x209D      	CALL       _Lcd_Cmd
0x0D40	0x158A      	BSF        PCLATH, 3
;PI.c,386 :: 		Lcd_Out(1,1,"vista");
0x0D41	0x3001      	MOVLW      1
0x0D42	0x1683      	BSF        STATUS, 5
0x0D43	0x1703      	BSF        STATUS, 6
0x0D44	0x00DA      	MOVWF      FARG_Lcd_Out_row
0x0D45	0x3001      	MOVLW      1
0x0D46	0x00DB      	MOVWF      FARG_Lcd_Out_column
0x0D47	0x30BF      	MOVLW      ?lstr24_PI
0x0D48	0x00DC      	MOVWF      FARG_Lcd_Out_text
0x0D49	0x118A      	BCF        PCLATH, 3
0x0D4A	0x238D      	CALL       _Lcd_Out
0x0D4B	0x158A      	BSF        PCLATH, 3
;PI.c,387 :: 		Delay_ms(50);
0x0D4C	0x3082      	MOVLW      130
0x0D4D	0x00FC      	MOVWF      R12
0x0D4E	0x30DD      	MOVLW      221
0x0D4F	0x00FD      	MOVWF      R13
L_main92:
0x0D50	0x0BFD      	DECFSZ     R13, 1
0x0D51	0x2D50      	GOTO       L_main92
0x0D52	0x0BFC      	DECFSZ     R12, 1
0x0D53	0x2D50      	GOTO       L_main92
0x0D54	0x0000      	NOP
0x0D55	0x0000      	NOP
;PI.c,388 :: 		Lcd_Out(2,1,"completa");
0x0D56	0x3002      	MOVLW      2
0x0D57	0x00DA      	MOVWF      FARG_Lcd_Out_row
0x0D58	0x3001      	MOVLW      1
0x0D59	0x00DB      	MOVWF      FARG_Lcd_Out_column
0x0D5A	0x30C5      	MOVLW      ?lstr25_PI
0x0D5B	0x00DC      	MOVWF      FARG_Lcd_Out_text
0x0D5C	0x118A      	BCF        PCLATH, 3
0x0D5D	0x238D      	CALL       _Lcd_Out
0x0D5E	0x158A      	BSF        PCLATH, 3
;PI.c,389 :: 		}
L_main91:
L_main90:
;PI.c,390 :: 		Delay_ms(500);
0x0D5F	0x3006      	MOVLW      6
0x0D60	0x00FB      	MOVWF      R11
0x0D61	0x3013      	MOVLW      19
0x0D62	0x00FC      	MOVWF      R12
0x0D63	0x30AD      	MOVLW      173
0x0D64	0x00FD      	MOVWF      R13
L_main93:
0x0D65	0x0BFD      	DECFSZ     R13, 1
0x0D66	0x2D65      	GOTO       L_main93
0x0D67	0x0BFC      	DECFSZ     R12, 1
0x0D68	0x2D65      	GOTO       L_main93
0x0D69	0x0BFB      	DECFSZ     R11, 1
0x0D6A	0x2D65      	GOTO       L_main93
0x0D6B	0x0000      	NOP
0x0D6C	0x0000      	NOP
;PI.c,391 :: 		resetAll();
0x0D6D	0x118A      	BCF        PCLATH, 3
0x0D6E	0x2786      	CALL       _resetAll
0x0D6F	0x158A      	BSF        PCLATH, 3
;PI.c,392 :: 		Lcd_Cmd(_LCD_CLEAR);               // Clear display
0x0D70	0x3001      	MOVLW      1
0x0D71	0x1683      	BSF        STATUS, 5
0x0D72	0x00EF      	MOVWF      FARG_Lcd_Cmd_out_char
0x0D73	0x118A      	BCF        PCLATH, 3
0x0D74	0x209D      	CALL       _Lcd_Cmd
0x0D75	0x158A      	BSF        PCLATH, 3
;PI.c,393 :: 		Lcd_Out(1,1,"Proyecto Integr");                 // Write text in first row
0x0D76	0x3001      	MOVLW      1
0x0D77	0x1683      	BSF        STATUS, 5
0x0D78	0x1703      	BSF        STATUS, 6
0x0D79	0x00DA      	MOVWF      FARG_Lcd_Out_row
0x0D7A	0x3001      	MOVLW      1
0x0D7B	0x00DB      	MOVWF      FARG_Lcd_Out_column
0x0D7C	0x30AF      	MOVLW      ?lstr26_PI
0x0D7D	0x00DC      	MOVWF      FARG_Lcd_Out_text
0x0D7E	0x118A      	BCF        PCLATH, 3
0x0D7F	0x238D      	CALL       _Lcd_Out
0x0D80	0x158A      	BSF        PCLATH, 3
