;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 19/09/2020 06:13:14 p. m.
;----------------------------------------------

;Address Opcode 	ASM
0x04DC	0x00A5      	MOVWF      FARG_procesarValor_opc+1
0x04DD	0x2169      	CALL       _procesarValor
;ProyectoIntegrador.c,203 :: 		Delay_ms(50);
0x04DE	0x3082      	MOVLW      130
0x04DF	0x1283      	BCF        STATUS, 5
0x04E0	0x1303      	BCF        STATUS, 6
0x04E1	0x00FC      	MOVWF      R12
0x04E2	0x30DD      	MOVLW      221
0x04E3	0x00FD      	MOVWF      R13
L_cnfTiempoLcd42:
0x04E4	0x0BFD      	DECFSZ     R13, 1
0x04E5	0x2CE4      	GOTO       L_cnfTiempoLcd42
0x04E6	0x0BFC      	DECFSZ     R12, 1
0x04E7	0x2CE4      	GOTO       L_cnfTiempoLcd42
0x04E8	0x0000      	NOP
0x04E9	0x0000      	NOP
;ProyectoIntegrador.c,204 :: 		}
L_cnfTiempoLcd41:
;ProyectoIntegrador.c,205 :: 		if(!DOWNBtn && banderaDown==1){
0x04EA	0x1907      	BTFSC      RC2_bit, BitPos(RC2_bit+0)
0x04EB	0x2CF6      	GOTO       L_cnfTiempoLcd45
0x04EC	0x3000      	MOVLW      0
0x04ED	0x066B      	XORWF      _banderaDown+1, 0
0x04EE	0x1D03      	BTFSS      STATUS, 2
0x04EF	0x2CF2      	GOTO       L__cnfTiempoLcd132
0x04F0	0x3001      	MOVLW      1
0x04F1	0x066A      	XORWF      _banderaDown, 0
L__cnfTiempoLcd132:
0x04F2	0x1D03      	BTFSS      STATUS, 2
0x04F3	0x2CF6      	GOTO       L_cnfTiempoLcd45
L__cnfTiempoLcd93:
;ProyectoIntegrador.c,206 :: 		banderaDown=0;
0x04F4	0x01EA      	CLRF       _banderaDown
0x04F5	0x01EB      	CLRF       _banderaDown+1
;ProyectoIntegrador.c,207 :: 		}
L_cnfTiempoLcd45:
;ProyectoIntegrador.c,208 :: 		}
0x04F6	0x2C5C      	GOTO       L_cnfTiempoLcd24
L_cnfTiempoLcd25:
;ProyectoIntegrador.c,209 :: 		tope = horas*360+minutos*60+segundos;
0x04F7	0x085A      	MOVF       _horas, 0
0x04F8	0x00F0      	MOVWF      R0
0x04F9	0x085B      	MOVF       _horas+1, 0
0x04FA	0x00F1      	MOVWF      R0+1
0x04FB	0x3068      	MOVLW      104
0x04FC	0x00F4      	MOVWF      R4
0x04FD	0x3001      	MOVLW      1
0x04FE	0x00F5      	MOVWF      R4+1
0x04FF	0x20FA      	CALL       _Mul_16X16_U
0x0500	0x0870      	MOVF       R0, 0
0x0501	0x1703      	BSF        STATUS, 6
0x0502	0x00A2      	MOVWF      FLOC__cnfTiempoLcd
0x0503	0x0871      	MOVF       R0+1, 0
0x0504	0x00A3      	MOVWF      FLOC__cnfTiempoLcd+1
0x0505	0x1303      	BCF        STATUS, 6
0x0506	0x0858      	MOVF       _minutos, 0
0x0507	0x00F0      	MOVWF      R0
0x0508	0x0859      	MOVF       _minutos+1, 0
0x0509	0x00F1      	MOVWF      R0+1
0x050A	0x303C      	MOVLW      60
0x050B	0x00F4      	MOVWF      R4
0x050C	0x3000      	MOVLW      0
0x050D	0x00F5      	MOVWF      R4+1
0x050E	0x20FA      	CALL       _Mul_16X16_U
0x050F	0x0870      	MOVF       R0, 0
0x0510	0x1703      	BSF        STATUS, 6
0x0511	0x0722      	ADDWF      FLOC__cnfTiempoLcd, 0
0x0512	0x1303      	BCF        STATUS, 6
0x0513	0x00E8      	MOVWF      _tope
0x0514	0x1703      	BSF        STATUS, 6
0x0515	0x0823      	MOVF       FLOC__cnfTiempoLcd+1, 0
0x0516	0x1803      	BTFSC      STATUS, 0
0x0517	0x3E01      	ADDLW      1
0x0518	0x0771      	ADDWF      R0+1, 0
0x0519	0x1303      	BCF        STATUS, 6
0x051A	0x00E9      	MOVWF      _tope+1
0x051B	0x0856      	MOVF       _segundos, 0
0x051C	0x07E8      	ADDWF      _tope, 1
0x051D	0x0857      	MOVF       _segundos+1, 0
0x051E	0x1803      	BTFSC      STATUS, 0
0x051F	0x3E01      	ADDLW      1
0x0520	0x07E9      	ADDWF      _tope+1, 1
;ProyectoIntegrador.c,210 :: 		}
L_end_cnfTiempoLcd:
0x0521	0x0008      	RETURN
; end of _cnfTiempoLcd
_Lcd_Init:
;__Lib_Lcd.c,84 :: 		
;__Lib_Lcd.c,86 :: 		
0x0522	0x1683      	BSF        STATUS, 5
0x0523	0x1303      	BCF        STATUS, 6
0x0524	0x1306      	BCF        LCD_EN_Direction, BitPos(LCD_EN_Direction+0)
;__Lib_Lcd.c,87 :: 		
0x0525	0x1386      	BCF        LCD_RS_Direction, BitPos(LCD_RS_Direction+0)
;__Lib_Lcd.c,88 :: 		
0x0526	0x1286      	BCF        LCD_D4_Direction, BitPos(LCD_D4_Direction+0)
;__Lib_Lcd.c,89 :: 		
0x0527	0x1206      	BCF        LCD_D5_Direction, BitPos(LCD_D5_Direction+0)
;__Lib_Lcd.c,90 :: 		
0x0528	0x1186      	BCF        LCD_D6_Direction, BitPos(LCD_D6_Direction+0)
;__Lib_Lcd.c,91 :: 		
0x0529	0x1106      	BCF        LCD_D7_Direction, BitPos(LCD_D7_Direction+0)
;__Lib_Lcd.c,93 :: 		
0x052A	0x1283      	BCF        STATUS, 5
0x052B	0x1306      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,94 :: 		
0x052C	0x1386      	BCF        LCD_RS, BitPos(LCD_RS+0)
;__Lib_Lcd.c,95 :: 		
0x052D	0x1106      	BCF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,96 :: 		
0x052E	0x1186      	BCF        LCD_D6, BitPos(LCD_D6+0)
;__Lib_Lcd.c,97 :: 		
0x052F	0x1206      	BCF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,98 :: 		
0x0530	0x1286      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,100 :: 		
0x0531	0x2091      	CALL       _Delay_5500us
;__Lib_Lcd.c,101 :: 		
0x0532	0x2091      	CALL       _Delay_5500us
;__Lib_Lcd.c,102 :: 		
0x0533	0x2091      	CALL       _Delay_5500us
;__Lib_Lcd.c,105 :: 		
0x0534	0x1606      	BSF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,106 :: 		
0x0535	0x1686      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,107 :: 		
0x0536	0x1706      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,108 :: 		
0x0537	0x208E      	CALL       _Delay_1us
;__Lib_Lcd.c,109 :: 		
0x0538	0x1306      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,110 :: 		
0x0539	0x2091      	CALL       _Delay_5500us
;__Lib_Lcd.c,112 :: 		
0x053A	0x1706      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,113 :: 		
0x053B	0x208E      	CALL       _Delay_1us
;__Lib_Lcd.c,114 :: 		
0x053C	0x1306      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,115 :: 		
0x053D	0x2091      	CALL       _Delay_5500us
;__Lib_Lcd.c,117 :: 		
0x053E	0x1706      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,118 :: 		
0x053F	0x208E      	CALL       _Delay_1us
;__Lib_Lcd.c,119 :: 		
0x0540	0x1306      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,120 :: 		
0x0541	0x2091      	CALL       _Delay_5500us
;__Lib_Lcd.c,123 :: 		
0x0542	0x1286      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,124 :: 		
0x0543	0x1706      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,125 :: 		
0x0544	0x208E      	CALL       _Delay_1us
;__Lib_Lcd.c,126 :: 		
0x0545	0x1306      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,127 :: 		
0x0546	0x2091      	CALL       _Delay_5500us
;__Lib_Lcd.c,130 :: 		
0x0547	0x1706      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,131 :: 		
0x0548	0x208E      	CALL       _Delay_1us
;__Lib_Lcd.c,132 :: 		
0x0549	0x1306      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,134 :: 		
0x054A	0x1206      	BCF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,135 :: 		
0x054B	0x1506      	BSF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,136 :: 		
0x054C	0x1706      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,137 :: 		
0x054D	0x208E      	CALL       _Delay_1us
;__Lib_Lcd.c,138 :: 		
0x054E	0x1306      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,139 :: 		
0x054F	0x2091      	CALL       _Delay_5500us
;__Lib_Lcd.c,142 :: 		
0x0550	0x1106      	BCF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,143 :: 		
0x0551	0x1686      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,144 :: 		
0x0552	0x1706      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,145 :: 		
0x0553	0x208E      	CALL       _Delay_1us
;__Lib_Lcd.c,146 :: 		
0x0554	0x1306      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,148 :: 		
0x0555	0x1286      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,149 :: 		
0x0556	0x1706      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,150 :: 		
0x0557	0x208E      	CALL       _Delay_1us
;__Lib_Lcd.c,151 :: 		
0x0558	0x1306      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,152 :: 		
0x0559	0x2091      	CALL       _Delay_5500us
;__Lib_Lcd.c,155 :: 		
0x055A	0x1706      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,156 :: 		
0x055B	0x208E      	CALL       _Delay_1us
;__Lib_Lcd.c,157 :: 		
0x055C	0x1306      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,159 :: 		
0x055D	0x1686      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,160 :: 		
0x055E	0x1706      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,161 :: 		
0x055F	0x208E      	CALL       _Delay_1us
;__Lib_Lcd.c,162 :: 		
0x0560	0x1306      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,163 :: 		
0x0561	0x2091      	CALL       _Delay_5500us
;__Lib_Lcd.c,166 :: 		
0x0562	0x1286      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,167 :: 		
0x0563	0x1706      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,168 :: 		
0x0564	0x208E      	CALL       _Delay_1us
;__Lib_Lcd.c,169 :: 		
0x0565	0x1306      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,171 :: 		
0x0566	0x1506      	BSF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,172 :: 		
0x0567	0x1586      	BSF        LCD_D6, BitPos(LCD_D6+0)
;__Lib_Lcd.c,173 :: 		
0x0568	0x1606      	BSF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,174 :: 		
0x0569	0x1686      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,175 :: 		
0x056A	0x1706      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,176 :: 		
0x056B	0x208E      	CALL       _Delay_1us
;__Lib_Lcd.c,177 :: 		
0x056C	0x1306      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,179 :: 		
0x056D	0x2091      	CALL       _Delay_5500us
;__Lib_Lcd.c,181 :: 		
0x056E	0x1683      	BSF        STATUS, 5
0x056F	0x146F      	BSF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,182 :: 		
L_end_Lcd_Init:
0x0570	0x0008      	RETURN
; end of _Lcd_Init
_main:
0x0571	0x27BA      	CALL       1978
;ProyectoIntegrador.c,242 :: 		void main() {
;ProyectoIntegrador.c,243 :: 		ANSEL  = 255;                     // Configure AN pins as digital
0x0572	0x30FF      	MOVLW      255
0x0573	0x1683      	BSF        STATUS, 5
0x0574	0x1703      	BSF        STATUS, 6
0x0575	0x0088      	MOVWF      ANSEL
;ProyectoIntegrador.c,244 :: 		ANSELH = 0;
0x0576	0x0189      	CLRF       ANSELH
;ProyectoIntegrador.c,245 :: 		TRISA = 0b00001101;
0x0577	0x300D      	MOVLW      13
0x0578	0x1303      	BCF        STATUS, 6
0x0579	0x0085      	MOVWF      TRISA
;ProyectoIntegrador.c,246 :: 		TRISC = 0b10000111;
0x057A	0x3087      	MOVLW      135
0x057B	0x0087      	MOVWF      TRISC
;ProyectoIntegrador.c,247 :: 		TRISD = 0x00;
0x057C	0x0188      	CLRF       TRISD
;ProyectoIntegrador.c,248 :: 		PORTD = 0;
0x057D	0x1283      	BCF        STATUS, 5
0x057E	0x0188      	CLRF       PORTD
;ProyectoIntegrador.c,249 :: 		TRISB0_bit=0;
0x057F	0x1683      	BSF        STATUS, 5
0x0580	0x1006      	BCF        TRISB0_bit, BitPos(TRISB0_bit+0)
;ProyectoIntegrador.c,250 :: 		TRISB1_bit=0;
0x0581	0x1086      	BCF        TRISB1_bit, BitPos(TRISB1_bit+0)
;ProyectoIntegrador.c,251 :: 		PORTB = 0;
0x0582	0x1283      	BCF        STATUS, 5
0x0583	0x0186      	CLRF       PORTB
;ProyectoIntegrador.c,252 :: 		UART1_Init(9600);               // Initialize UART module at 9600 bps
0x0584	0x3033      	MOVLW      51
0x0585	0x1683      	BSF        STATUS, 5
0x0586	0x0099      	MOVWF      SPBRG
0x0587	0x1518      	BSF        TXSTA, 2
0x0588	0x23C8      	CALL       _UART1_Init
;ProyectoIntegrador.c,253 :: 		Delay_ms(100);                  // Wait for UART module to stabilize
0x0589	0x3002      	MOVLW      2
0x058A	0x00FB      	MOVWF      R11
0x058B	0x3004      	MOVLW      4
0x058C	0x00FC      	MOVWF      R12
0x058D	0x30BA      	MOVLW      186
0x058E	0x00FD      	MOVWF      R13
L_main55:
0x058F	0x0BFD      	DECFSZ     R13, 1
0x0590	0x2D8F      	GOTO       L_main55
0x0591	0x0BFC      	DECFSZ     R12, 1
0x0592	0x2D8F      	GOTO       L_main55
0x0593	0x0BFB      	DECFSZ     R11, 1
0x0594	0x2D8F      	GOTO       L_main55
0x0595	0x0000      	NOP
;ProyectoIntegrador.c,255 :: 		Lcd_Init();                        // Initialize LCD
0x0596	0x2522      	CALL       _Lcd_Init
;ProyectoIntegrador.c,256 :: 		Lcd_Cmd(_LCD_CLEAR);               // Clear display
0x0597	0x3001      	MOVLW      1
0x0598	0x1283      	BCF        STATUS, 5
0x0599	0x1703      	BSF        STATUS, 6
0x059A	0x00AB      	MOVWF      FARG_Lcd_Cmd_out_char
0x059B	0x20A5      	CALL       _Lcd_Cmd
;ProyectoIntegrador.c,260 :: 		Title();
0x059C	0x23D8      	CALL       _Title
;ProyectoIntegrador.c,261 :: 		ADC_Init();
0x059D	0x2320      	CALL       _ADC_Init
;ProyectoIntegrador.c,264 :: 		while(1){
L_main56:
0x059E	0x1283      	BCF        STATUS, 5
;ProyectoIntegrador.c,265 :: 		if(UPBtn && banderaUp==0){ //muestra opcion muestrear en el manu
0x059F	0x1C07      	BTFSS      RC0_bit, BitPos(RC0_bit+0)
0x05A0	0x2DC9      	GOTO       L_main60
0x05A1	0x3000      	MOVLW      0
0x05A2	0x1683      	BSF        STATUS, 5
0x05A3	0x0641      	XORWF      _banderaUp+1, 0
0x05A4	0x1D03      	BTFSS      STATUS, 2
0x05A5	0x2DA8      	GOTO       L__main139
0x05A6	0x3000      	MOVLW      0
0x05A7	0x0640      	XORWF      _banderaUp, 0
L__main139:
0x05A8	0x1D03      	BTFSS      STATUS, 2
0x05A9	0x2DC9      	GOTO       L_main60
L__main104:
;ProyectoIntegrador.c,266 :: 		banderaUp = 1;
0x05AA	0x3001      	MOVLW      1
0x05AB	0x00C0      	MOVWF      _banderaUp
0x05AC	0x3000      	MOVLW      0
0x05AD	0x00C1      	MOVWF      _banderaUp+1
;ProyectoIntegrador.c,267 :: 		opcion = 1;
0x05AE	0x3001      	MOVLW      1
0x05AF	0x1283      	BCF        STATUS, 5
0x05B0	0x00EE      	MOVWF      _opcion
0x05B1	0x3000      	MOVLW      0
0x05B2	0x00EF      	MOVWF      _opcion+1
;ProyectoIntegrador.c,268 :: 		Lcd_Out(2,1,"muestrear");
0x05B3	0x3002      	MOVLW      2
0x05B4	0x1703      	BSF        STATUS, 6
0x05B5	0x00A4      	MOVWF      FARG_Lcd_Out_row
0x05B6	0x3001      	MOVLW      1
0x05B7	0x00A5      	MOVWF      FARG_Lcd_Out_column
0x05B8	0x30A0      	MOVLW      ?lstr8_ProyectoIntegrador
0x05B9	0x00A6      	MOVWF      FARG_Lcd_Out_text
0x05BA	0x2283      	CALL       _Lcd_Out
;ProyectoIntegrador.c,269 :: 		Delay_ms(500);
0x05BB	0x3006      	MOVLW      6
0x05BC	0x00FB      	MOVWF      R11
0x05BD	0x3013      	MOVLW      19
0x05BE	0x00FC      	MOVWF      R12
0x05BF	0x30AD      	MOVLW      173
0x05C0	0x00FD      	MOVWF      R13
L_main61:
0x05C1	0x0BFD      	DECFSZ     R13, 1
0x05C2	0x2DC1      	GOTO       L_main61
0x05C3	0x0BFC      	DECFSZ     R12, 1
0x05C4	0x2DC1      	GOTO       L_main61
0x05C5	0x0BFB      	DECFSZ     R11, 1
0x05C6	0x2DC1      	GOTO       L_main61
0x05C7	0x0000      	NOP
0x05C8	0x0000      	NOP
;ProyectoIntegrador.c,271 :: 		}
L_main60:
;ProyectoIntegrador.c,272 :: 		if(!UPBtn && banderaUp==1){
0x05C9	0x1283      	BCF        STATUS, 5
0x05CA	0x1807      	BTFSC      RC0_bit, BitPos(RC0_bit+0)
0x05CB	0x2DD7      	GOTO       L_main64
0x05CC	0x3000      	MOVLW      0
0x05CD	0x1683      	BSF        STATUS, 5
0x05CE	0x0641      	XORWF      _banderaUp+1, 0
0x05CF	0x1D03      	BTFSS      STATUS, 2
0x05D0	0x2DD3      	GOTO       L__main140
0x05D1	0x3001      	MOVLW      1
0x05D2	0x0640      	XORWF      _banderaUp, 0
L__main140:
0x05D3	0x1D03      	BTFSS      STATUS, 2
0x05D4	0x2DD7      	GOTO       L_main64
L__main103:
;ProyectoIntegrador.c,273 :: 		banderaUp=0;
0x05D5	0x01C0      	CLRF       _banderaUp
0x05D6	0x01C1      	CLRF       _banderaUp+1
;ProyectoIntegrador.c,274 :: 		}
L_main64:
;ProyectoIntegrador.c,275 :: 		if(OKBtn && banderaOk==0){ //cuando alguna opcion del menu se selecciona
0x05D7	0x1283      	BCF        STATUS, 5
0x05D8	0x1C87      	BTFSS      RC1_bit, BitPos(RC1_bit+0)
0x05D9	0x2DF6      	GOTO       L_main67
0x05DA	0x3000      	MOVLW      0
0x05DB	0x1683      	BSF        STATUS, 5
0x05DC	0x064C      	XORWF      _banderaOk+1, 0
0x05DD	0x1D03      	BTFSS      STATUS, 2
0x05DE	0x2DE1      	GOTO       L__main141
0x05DF	0x3000      	MOVLW      0
0x05E0	0x064B      	XORWF      _banderaOk, 0
L__main141:
0x05E1	0x1D03      	BTFSS      STATUS, 2
0x05E2	0x2DF6      	GOTO       L_main67
L__main102:
;ProyectoIntegrador.c,276 :: 		banderaOk = 1;
0x05E3	0x3001      	MOVLW      1
0x05E4	0x00CB      	MOVWF      _banderaOk
0x05E5	0x3000      	MOVLW      0
0x05E6	0x00CC      	MOVWF      _banderaOk+1
;ProyectoIntegrador.c,277 :: 		Lcd_Cmd(_LCD_CLEAR);
0x05E7	0x3001      	MOVLW      1
0x05E8	0x1283      	BCF        STATUS, 5
0x05E9	0x1703      	BSF        STATUS, 6
0x05EA	0x00AB      	MOVWF      FARG_Lcd_Cmd_out_char
0x05EB	0x20A5      	CALL       _Lcd_Cmd
;ProyectoIntegrador.c,278 :: 		Delay_ms(20);
0x05EC	0x3034      	MOVLW      52
0x05ED	0x00FC      	MOVWF      R12
0x05EE	0x30F1      	MOVLW      241
0x05EF	0x00FD      	MOVWF      R13
L_main68:
0x05F0	0x0BFD      	DECFSZ     R13, 1
0x05F1	0x2DF0      	GOTO       L_main68
0x05F2	0x0BFC      	DECFSZ     R12, 1
0x05F3	0x2DF0      	GOTO       L_main68
0x05F4	0x0000      	NOP
0x05F5	0x0000      	NOP
;ProyectoIntegrador.c,279 :: 		}
L_main67:
0x05F6	0x1283      	BCF        STATUS, 5
;ProyectoIntegrador.c,280 :: 		if(!OKBtn && banderaOk==1){
0x05F7	0x1887      	BTFSC      RC1_bit, BitPos(RC1_bit+0)
0x05F8	0x2E06      	GOTO       L_main71
0x05F9	0x3000      	MOVLW      0
0x05FA	0x1683      	BSF        STATUS, 5
0x05FB	0x064C      	XORWF      _banderaOk+1, 0
0x05FC	0x1D03      	BTFSS      STATUS, 2
0x05FD	0x2E00      	GOTO       L__main142
0x05FE	0x3001      	MOVLW      1
0x05FF	0x064B      	XORWF      _banderaOk, 0
L__main142:
0x0600	0x1D03      	BTFSS      STATUS, 2
0x0601	0x2E06      	GOTO       L_main71
L__main101:
;ProyectoIntegrador.c,281 :: 		banderaOk=1;
0x0602	0x3001      	MOVLW      1
0x0603	0x00CB      	MOVWF      _banderaOk
0x0604	0x3000      	MOVLW      0
0x0605	0x00CC      	MOVWF      _banderaOk+1
;ProyectoIntegrador.c,282 :: 		}
L_main71:
;ProyectoIntegrador.c,283 :: 		if(DOWNBtn && banderaDown==0){
0x0606	0x1283      	BCF        STATUS, 5
0x0607	0x1D07      	BTFSS      RC2_bit, BitPos(RC2_bit+0)
0x0608	0x2E2F      	GOTO       L_main74
0x0609	0x3000      	MOVLW      0
0x060A	0x066B      	XORWF      _banderaDown+1, 0
0x060B	0x1D03      	BTFSS      STATUS, 2
0x060C	0x2E0F      	GOTO       L__main143
0x060D	0x3000      	MOVLW      0
0x060E	0x066A      	XORWF      _banderaDown, 0
L__main143:
0x060F	0x1D03      	BTFSS      STATUS, 2
0x0610	0x2E2F      	GOTO       L_main74
L__main100:
;ProyectoIntegrador.c,284 :: 		banderaDown = 1;
0x0611	0x3001      	MOVLW      1
0x0612	0x00EA      	MOVWF      _banderaDown
0x0613	0x3000      	MOVLW      0
0x0614	0x00EB      	MOVWF      _banderaDown+1
;ProyectoIntegrador.c,285 :: 		opcion = 2;
0x0615	0x3002      	MOVLW      2
0x0616	0x00EE      	MOVWF      _opcion
0x0617	0x3000      	MOVLW      0
0x0618	0x00EF      	MOVWF      _opcion+1
;ProyectoIntegrador.c,287 :: 		Lcd_Out(2,1,"visualizar");
0x0619	0x3002      	MOVLW      2
0x061A	0x1703      	BSF        STATUS, 6
0x061B	0x00A4      	MOVWF      FARG_Lcd_Out_row
0x061C	0x3001      	MOVLW      1
0x061D	0x00A5      	MOVWF      FARG_Lcd_Out_column
0x061E	0x30AA      	MOVLW      ?lstr9_ProyectoIntegrador
0x061F	0x00A6      	MOVWF      FARG_Lcd_Out_text
0x0620	0x2283      	CALL       _Lcd_Out
;ProyectoIntegrador.c,288 :: 		Delay_ms(500);
0x0621	0x3006      	MOVLW      6
0x0622	0x00FB      	MOVWF      R11
0x0623	0x3013      	MOVLW      19
0x0624	0x00FC      	MOVWF      R12
0x0625	0x30AD      	MOVLW      173
0x0626	0x00FD      	MOVWF      R13
L_main75:
0x0627	0x0BFD      	DECFSZ     R13, 1
0x0628	0x2E27      	GOTO       L_main75
0x0629	0x0BFC      	DECFSZ     R12, 1
0x062A	0x2E27      	GOTO       L_main75
0x062B	0x0BFB      	DECFSZ     R11, 1
0x062C	0x2E27      	GOTO       L_main75
0x062D	0x0000      	NOP
0x062E	0x0000      	NOP
;ProyectoIntegrador.c,289 :: 		}
L_main74:
;ProyectoIntegrador.c,290 :: 		if(!DOWNBtn && banderaDown==1){ // opcion de Mostrar muestreos guardados
0x062F	0x1283      	BCF        STATUS, 5
0x0630	0x1907      	BTFSC      RC2_bit, BitPos(RC2_bit+0)
0x0631	0x2E3C      	GOTO       L_main78
0x0632	0x3000      	MOVLW      0
0x0633	0x066B      	XORWF      _banderaDown+1, 0
0x0634	0x1D03      	BTFSS      STATUS, 2
0x0635	0x2E38      	GOTO       L__main144
0x0636	0x3001      	MOVLW      1
0x0637	0x066A      	XORWF      _banderaDown, 0
L__main144:
0x0638	0x1D03      	BTFSS      STATUS, 2
0x0639	0x2E3C      	GOTO       L_main78
L__main99:
;ProyectoIntegrador.c,291 :: 		banderaDown=0;
0x063A	0x01EA      	CLRF       _banderaDown
0x063B	0x01EB      	CLRF       _banderaDown+1
;ProyectoIntegrador.c,292 :: 		}
L_main78:
;ProyectoIntegrador.c,295 :: 		if(banderaOk == 1){
0x063C	0x3000      	MOVLW      0
0x063D	0x1683      	BSF        STATUS, 5
0x063E	0x064C      	XORWF      _banderaOk+1, 0
0x063F	0x1D03      	BTFSS      STATUS, 2
0x0640	0x2E43      	GOTO       L__main145
0x0641	0x3001      	MOVLW      1
0x0642	0x064B      	XORWF      _banderaOk, 0
L__main145:
0x0643	0x1D03      	BTFSS      STATUS, 2
0x0644	0x2F13      	GOTO       L_main79
;ProyectoIntegrador.c,296 :: 		if(opcion == 1){//si la opcion elegida fue Muestrear un determinado tiempo
0x0645	0x3000      	MOVLW      0
0x0646	0x1283      	BCF        STATUS, 5
0x0647	0x066F      	XORWF      _opcion+1, 0
0x0648	0x1D03      	BTFSS      STATUS, 2
0x0649	0x2E4C      	GOTO       L__main146
0x064A	0x3001      	MOVLW      1
0x064B	0x066E      	XORWF      _opcion, 0
L__main146:
0x064C	0x1D03      	BTFSS      STATUS, 2
0x064D	0x2EDE      	GOTO       L_main80
;ProyectoIntegrador.c,297 :: 		cnfTiempoLcd();
0x064E	0x23F8      	CALL       _cnfTiempoLcd
;ProyectoIntegrador.c,299 :: 		initTMR0();//Arranca timer
0x064F	0x22F2      	CALL       _initTMR0
;ProyectoIntegrador.c,302 :: 		ultimo = 5;
0x0650	0x3005      	MOVLW      5
0x0651	0x00EC      	MOVWF      _ultimo
0x0652	0x3000      	MOVLW      0
0x0653	0x00ED      	MOVWF      _ultimo+1
;ProyectoIntegrador.c,303 :: 		while(cntUser < tope){
L_main81:
0x0654	0x1283      	BCF        STATUS, 5
0x0655	0x3000      	MOVLW      0
0x0656	0x1BE9      	BTFSC      _tope+1, 7
0x0657	0x30FF      	MOVLW      255
0x0658	0x0267      	SUBWF      _cntUser+3, 0
0x0659	0x1D03      	BTFSS      STATUS, 2
0x065A	0x2E67      	GOTO       L__main147
0x065B	0x3000      	MOVLW      0
0x065C	0x1BE9      	BTFSC      _tope+1, 7
0x065D	0x30FF      	MOVLW      255
0x065E	0x0266      	SUBWF      _cntUser+2, 0
0x065F	0x1D03      	BTFSS      STATUS, 2
0x0660	0x2E67      	GOTO       L__main147
0x0661	0x0869      	MOVF       _tope+1, 0
0x0662	0x0265      	SUBWF      _cntUser+1, 0
0x0663	0x1D03      	BTFSS      STATUS, 2
0x0664	0x2E67      	GOTO       L__main147
